,Path,Content
31,/home/devanshb_it_17/Downloads/trainval/IDqMB6C1uys/50003.txt,SO WE JUST HEARD HOW WONDERFUL IT IS TO LOOK AT THE ASTRONOMY AND BE HUMBLED
32,/home/devanshb_it_17/Downloads/trainval/IDqMB6C1uys/50011.txt,THEY HAVE A NIGHT AND DAY RHYTHM JUST LIKE WE DO
33,/home/devanshb_it_17/Downloads/trainval/IDqMB6C1uys/50001.txt,WHAT ARE THE GENES THAT WE HAVE
34,/home/devanshb_it_17/Downloads/trainval/IDqMB6C1uys/50008.txt,ALSO WE'RE BEGINNING TO UNDERSTAND THAT A LOT OF THE WHAT IS CALLED AUTOIMMUNE DISEASES
35,/home/devanshb_it_17/Downloads/trainval/IDqMB6C1uys/50007.txt,THESE KINDS OF THINGS ARE WHEN THERE IS A DYSBIOSIS THERE'S AN IMBALANCE BETWEEN THE GOOD
36,/home/devanshb_it_17/Downloads/trainval/IDqMB6C1uys/50004.txt,I WOULD SUGGEST WE PROBABLY JUST NEED TO LOOK INSIDE OF US AND REALLY GET HUMBLE BECAUSE THE
37,/home/devanshb_it_17/Downloads/trainval/iRsCUJxIrVM/50002.txt,NOW IN 1957 GHANA WAS THE FIRST SUB SAHARAN COUNTRY TO GAIN ITS INDEPENDENCE
38,/home/devanshb_it_17/Downloads/trainval/iRsCUJxIrVM/50006.txt,WE WITNESSED THE ERUPTION OF VIOLENCE IN THE STREETS
39,/home/devanshb_it_17/Downloads/trainval/iRsCUJxIrVM/50005.txt,AND HE SAID I'M SORRY I CAN'T TELL YOU
40,/home/devanshb_it_17/Downloads/trainval/iRsCUJxIrVM/50003.txt,AND THEY HAD TRAVELED FROM NEAR THEY HAD TRAVELED FROM FAR BECAUSE THEY WANTED TO MAKE THEIR VOICES HEARD
41,/home/devanshb_it_17/Downloads/trainval/iRsCUJxIrVM/50001.txt,I WANTED TO DOCUMENT ON FILM THE 2008 PRESIDENTIAL ELECTIONS
42,/home/devanshb_it_17/Downloads/trainval/iRsCUJxIrVM/50007.txt,I MEAN AT THE ABSOLUTE TIME FOR THE ABSOLUTE NEED OF DEMOCRACY THEY DID NOT ABUSE THEIR POWER
43,/home/devanshb_it_17/Downloads/trainval/iRsCUJxIrVM/50004.txt,AND I ASKED ONE OF THE VOTERS I SAID WHOM ARE YOU GOING TO VOTE FOR
44,/home/devanshb_it_17/Downloads/trainval/EszGIvRdgTE/50002.txt,I THINK THIS IS WHAT DAVID DEUTSCH MEANT IN 2005 WHEN HE ENDED HIS OXFORD TEDTALK
45,/home/devanshb_it_17/Downloads/trainval/EszGIvRdgTE/50003.txt,THE SECOND IS THAT PROBLEMS ARE SOLUBLE
46,/home/devanshb_it_17/Downloads/trainval/EszGIvRdgTE/50001.txt,NOW I'M GOING TO TRY A TRICK AND RECREATE AN EXPERIMENT FROM THIS MORNING
47,/home/devanshb_it_17/Downloads/trainval/EszGIvRdgTE/50004.txt,SO IF THAT'S RIGHT WHY DID WE ONLY CAPTURE FOUR OUT OF THOSE 151 MINDS
48,/home/devanshb_it_17/Downloads/trainval/B4a0NvLTebw/50002.txt,NUMBER ONE I DON'T HAVE AN INDIAN ACCENT I HAVE A PAKISTANI ACCENT OK
49,/home/devanshb_it_17/Downloads/trainval/B4a0NvLTebw/50001.txt,I WAS GOING TO WORK ON THE SECOND ONE NEXT
50,/home/devanshb_it_17/Downloads/trainval/Urk3xn7l3AM/50010.txt,BUT THEY DON'T KNOW MUCH THEY CAN'T INFLUENCE MUCH AND THEY'RE OBSESSED WITH THE PAST SO WHAT'S THE POINT
51,/home/devanshb_it_17/Downloads/trainval/Urk3xn7l3AM/50009.txt,TO DO THIS WE'RE GOING TO NEED THREE TECHNOLOGIES TO BE GOOD ENOUGH AND NONE OF THEM ARE THERE YET
52,/home/devanshb_it_17/Downloads/trainval/Urk3xn7l3AM/50002.txt,AND IF WE COULD DO THAT EVERYTHING WOULD CHANGE
53,/home/devanshb_it_17/Downloads/trainval/Urk3xn7l3AM/50006.txt,FOR EXAMPLE YOUR MIND JUST ALWAYS RUNS AT THE SAME SPEED BUT AN EM CAN ADD MORE OR LESS COMPUTER HARDWARE TO RUN FASTER OR SLOWER
54,/home/devanshb_it_17/Downloads/trainval/Urk3xn7l3AM/50012.txt,I JUST WON'T REMEMBER WHAT I DID
55,/home/devanshb_it_17/Downloads/trainval/Urk3xn7l3AM/50005.txt,IF YOU MADE ONE OF ME IS THAT ME OR SOMEONE ELSE
56,/home/devanshb_it_17/Downloads/trainval/Urk3xn7l3AM/50003.txt,IF YOU MADE ONE WOULD IT BE CONSCIOUS
57,/home/devanshb_it_17/Downloads/trainval/Urk3xn7l3AM/50011.txt,SUBJECTIVELY THEY REMEMBER A LIFE OF LEISURE
58,/home/devanshb_it_17/Downloads/trainval/Urk3xn7l3AM/50001.txt,IF YOU ASK IT TO DO THINGS IT MIGHT DO THEM
59,/home/devanshb_it_17/Downloads/trainval/Urk3xn7l3AM/50008.txt,NOW YOU MIGHT WONDER WHY WOULD EMS LET HUMANS EXIST
60,/home/devanshb_it_17/Downloads/trainval/Urk3xn7l3AM/50007.txt,THE IDEA IS TO PORT THE SOFTWARE FROM THE HUMAN BRAIN
61,/home/devanshb_it_17/Downloads/trainval/Urk3xn7l3AM/50013.txt,I HATE THIS
62,/home/devanshb_it_17/Downloads/trainval/8pHzROP1DSw/50010.txt,HE OR SHE IS A STAKEHOLDER IN SOCIETY
63,/home/devanshb_it_17/Downloads/trainval/8pHzROP1DSw/50009.txt,HE OR SHE VOTES
64,/home/devanshb_it_17/Downloads/trainval/8pHzROP1DSw/50002.txt,SO IT'S 4000 YEARS OLD
65,/home/devanshb_it_17/Downloads/trainval/8pHzROP1DSw/50006.txt,YOU FIGURE IT OUT
66,/home/devanshb_it_17/Downloads/trainval/8pHzROP1DSw/50012.txt,IT'S A LITTLE BIT LIKE THE CHALLENGE THAT WAS FACED BY PRIMITIVE MAN AND FIRE
67,/home/devanshb_it_17/Downloads/trainval/8pHzROP1DSw/50005.txt,IT INCREASES THE ACCURACY OF ITS PREDICTION
68,/home/devanshb_it_17/Downloads/trainval/8pHzROP1DSw/50003.txt,AND WHAT WE CAN DO IS WE CAN REUSE THIS INFORMATION FOR USES THAT WE NEVER EVEN IMAGINED WHEN WE FIRST
69,/home/devanshb_it_17/Downloads/trainval/8pHzROP1DSw/50011.txt,AND THAT PERSON'S JOB AS WELL AS AN ENTIRE FLEET OF PROFESSIONALS LIKE THAT PERSON IS GOING TO FIND THAT THEIR
70,/home/devanshb_it_17/Downloads/trainval/8pHzROP1DSw/50001.txt,SO WHAT IS NEW ABOUT BIG DATA
71,/home/devanshb_it_17/Downloads/trainval/8pHzROP1DSw/50008.txt,PRIVACY WAS THE CENTRAL CHALLENGE IN A SMALL DATA ERA
72,/home/devanshb_it_17/Downloads/trainval/8pHzROP1DSw/50007.txt,THREE OF THE TRAITS WERE ONES THAT PEOPLE DIDN'T NEED TO LOOK FOR BUT THAT THE MACHINE
73,/home/devanshb_it_17/Downloads/trainval/8pHzROP1DSw/50004.txt,IN THIS RESPECT LOCATION HAS BEEN DATAFIED
74,/home/devanshb_it_17/Downloads/trainval/3QZp6smeSQA/50009.txt,AND THAT'S WHAT WE NEED TO DO SO LET'S BE POSITIVE AND LET'S MAKE PROGRESS WITH WHAT COULD BE THE MOST EXCITING PERIOD OF INNOVATION WE'VE
75,/home/devanshb_it_17/Downloads/trainval/3QZp6smeSQA/50002.txt,AND WHEN YOU THINK ABOUT NATURE OFTEN YOU THINK ABOUT IT AS BEING ALL ABOUT COMPETITION
76,/home/devanshb_it_17/Downloads/trainval/3QZp6smeSQA/50006.txt,AND IT TURNS OUT THAT DIFFERENT THINGS CRYSTALLIZE OUT AT DIFFERENT STAGES
77,/home/devanshb_it_17/Downloads/trainval/3QZp6smeSQA/50005.txt,CSP PRODUCES A LOT OF WASTE HEAT
78,/home/devanshb_it_17/Downloads/trainval/3QZp6smeSQA/50001.txt,AND THERE ARE SOME EXAMPLES OF PROJECTS THAT HAVE DELIBERATELY TRIED TO MIMIC ECOSYSTEMS
79,/home/devanshb_it_17/Downloads/trainval/3QZp6smeSQA/50008.txt,ANTOINE DE SAINT EXUPERY ONCE SAID IF YOU WANT TO BUILD A FLOTILLA OF SHIPS YOU DON'T SIT AROUND TALKING ABOUT CARPENTRY
80,/home/devanshb_it_17/Downloads/trainval/3QZp6smeSQA/50007.txt,AND THIS IS AN IMPORTANT POINT
81,/home/devanshb_it_17/Downloads/trainval/3QZp6smeSQA/50004.txt,THAT'S EXACTLY WHAT THE SEAWATER GREENHOUSE PRODUCES
82,/home/devanshb_it_17/Downloads/trainval/QlyorcJ28UA/50001.txt,AND OUT OF THAT FIELD CAMPAIGN WE'LL PROBABLY GET A FEW DOZEN PAPERS ON A FEW DOZEN PROCESSES OR MOLECULES
83,/home/devanshb_it_17/Downloads/trainval/3z1cCT2NP4k/50001.txt,OR IN THE WORDS OF F
84,/home/devanshb_it_17/Downloads/trainval/mYQx5n5SRVQ/50010.txt,WE CAN HAVE SPEAKING ENGAGEMENTS CREATE WORKSHOPS
85,/home/devanshb_it_17/Downloads/trainval/mYQx5n5SRVQ/50009.txt,AND I'M JUST AMAZED AT THE OPENED DOORS
86,/home/devanshb_it_17/Downloads/trainval/mYQx5n5SRVQ/50002.txt,OUR CREATIVE TEAM CAME UP WITH THIS CONCEPT
87,/home/devanshb_it_17/Downloads/trainval/mYQx5n5SRVQ/50006.txt,WHAT A POWERFUL MESSAGE TO THEIR CHILDREN
88,/home/devanshb_it_17/Downloads/trainval/mYQx5n5SRVQ/50005.txt,WHAT CAN WE DO
89,/home/devanshb_it_17/Downloads/trainval/mYQx5n5SRVQ/50003.txt,AND I ALWAYS BELIEVE THAT WHEN WOMEN CAN HELP OTHER WOMEN IT IS SO EMPOWERING
90,/home/devanshb_it_17/Downloads/trainval/mYQx5n5SRVQ/50001.txt,THERE WERE PAPERS EVERYWHERE
91,/home/devanshb_it_17/Downloads/trainval/mYQx5n5SRVQ/50008.txt,SOME PARENTS ASK ME WHAT IF WE SHARE ABOUT INTEGRITY AND THEN WE FAIL OR WE FALL
92,/home/devanshb_it_17/Downloads/trainval/mYQx5n5SRVQ/50007.txt,I BELIEVE SOMETHING POWERFUL HAPPENS WHEN WE PUT PEN TO PAPER
93,/home/devanshb_it_17/Downloads/trainval/mYQx5n5SRVQ/50004.txt,NINE YEARS AGO I CO FOUNDED A WOMEN'S ENTREPRENEUR ORGANIZATION IN PENANG TOGETHER WITH MY GOOD FRIEND
94,/home/devanshb_it_17/Downloads/trainval/QC3EbSexmDw/50001.txt,I CAN'T BE DYSLEXIC AND STUPID
95,/home/devanshb_it_17/Downloads/trainval/VSJpBJal3F8/50010.txt,WHAT CAN IT BE
96,/home/devanshb_it_17/Downloads/trainval/VSJpBJal3F8/50009.txt,BUT STILL I'LL GET DISTRACTED I'LL THINK WHAT ELSE MIGHT IT BE
97,/home/devanshb_it_17/Downloads/trainval/VSJpBJal3F8/50006.txt,HE'S PROCESSING SO MANY DIFFERENT POSSIBLE VARIATIONS
98,/home/devanshb_it_17/Downloads/trainval/VSJpBJal3F8/50015.txt,WE NEED TO GET RID OF THAT GAME
99,/home/devanshb_it_17/Downloads/trainval/VSJpBJal3F8/50014.txt,NOT EVEN THE CLASSROOM WE CAN WORRY ABOUT THE CLASSROOM LATER
100,/home/devanshb_it_17/Downloads/trainval/VSJpBJal3F8/50012.txt,HERE ARE MY RULES WHEN WORKING WITH GENERALIZED ANXIETY AND ANY SORT OF MENTAL ILLNESS
101,/home/devanshb_it_17/Downloads/trainval/VSJpBJal3F8/50005.txt,HE HAS SO MANY POTENTIAL ANSWERS
102,/home/devanshb_it_17/Downloads/trainval/VSJpBJal3F8/50003.txt,LIKE A DOZEN
103,/home/devanshb_it_17/Downloads/trainval/VSJpBJal3F8/50011.txt,WE HAVE TO TAKE IT FOR WHAT IT IS
104,/home/devanshb_it_17/Downloads/trainval/VSJpBJal3F8/50001.txt,IS THIS A TIME TO FIGHT FLIGHT OR FLEE
105,/home/devanshb_it_17/Downloads/trainval/VSJpBJal3F8/50008.txt,MY CLASSROOM WAS ONE OF THE FIRST PILOT FOR THE FRIENDS FOR LIFE PROGRAM
106,/home/devanshb_it_17/Downloads/trainval/VSJpBJal3F8/50007.txt,WHEN HE'S ASKED WHY CAN'T YOU JUST GIVE A RESPONSE WHY CAN'T YOU JUST
107,/home/devanshb_it_17/Downloads/trainval/VSJpBJal3F8/50004.txt,HE JUST LOOKED AT ME DAD YOU JUST DON'T GET IT
108,/home/devanshb_it_17/Downloads/trainval/VSJpBJal3F8/50013.txt,IT WON'T BE EASY BUT GET THEM IN THE SCHOOL
109,/home/devanshb_it_17/Downloads/trainval/rToBZSrxjgM/50002.txt,I TOLD SANDY THAT NOT LONG AGO IN A MOMENT OF INDISCRETION AND HE SAID ONLY THREE
110,/home/devanshb_it_17/Downloads/trainval/rToBZSrxjgM/50006.txt,EVERYONE WAS THERE
111,/home/devanshb_it_17/Downloads/trainval/rToBZSrxjgM/50005.txt,EVERY PUBLICATION HAS A HOUSE STYLE
112,/home/devanshb_it_17/Downloads/trainval/rToBZSrxjgM/50003.txt,SO HE HAS LEARNED TO HOLD OUT
113,/home/devanshb_it_17/Downloads/trainval/rToBZSrxjgM/50001.txt,GENERALLY IF I THINK SOMETHING IS WRONG I QUERY IT THREE TIMES
114,/home/devanshb_it_17/Downloads/trainval/rToBZSrxjgM/50004.txt,FIRST A GRAMMAR QUERY
115,/home/devanshb_it_17/Downloads/trainval/waRCSCQnoeY/50002.txt,QUITE THE CONTRARY
116,/home/devanshb_it_17/Downloads/trainval/waRCSCQnoeY/50005.txt,A RECENT REPORT BY THE PEW CENTER ON TRENDS IN AMERICA INDICATES THAT
117,/home/devanshb_it_17/Downloads/trainval/waRCSCQnoeY/50003.txt,AND THIS MAKES SENSE OF COURSE RIGHT
118,/home/devanshb_it_17/Downloads/trainval/waRCSCQnoeY/50001.txt,YOU CAN LISTEN TO A PODCAST ABOUT WHAT IT'S LIKE TO GROW UP DALIT IN KOLKATA
119,/home/devanshb_it_17/Downloads/trainval/waRCSCQnoeY/50004.txt,YOU WITH YOUR SHINY SKIN AND YOUR BIKE YOU'RE ANGRY AT ME
120,/home/devanshb_it_17/Downloads/trainval/AAkEYcmCCCk/50010.txt,I'M DOING IT ON PURPOSE
121,/home/devanshb_it_17/Downloads/trainval/AAkEYcmCCCk/50027.txt,I'VE SEEN MEDIA MOGULS LIKE OPRAH AND ELLEN THAT ARE NOW PUSHING PLANTS
122,/home/devanshb_it_17/Downloads/trainval/AAkEYcmCCCk/50022.txt,MOST FISH HAS MORE CHOLESTEROL THAN RED MEAT OR CHICKEN SALMON WHICH IS CONSIDERED THE HEALTHIEST
123,/home/devanshb_it_17/Downloads/trainval/AAkEYcmCCCk/50009.txt,IT'S NOT COWCIUM
124,/home/devanshb_it_17/Downloads/trainval/AAkEYcmCCCk/50002.txt,AND WHAT WE ARE CURRENTLY DOING WITH PILLS AND PROCEDURES AND MORE LEGISLATION AND MORE DOCTORS
125,/home/devanshb_it_17/Downloads/trainval/AAkEYcmCCCk/50006.txt,THE SCIENTIFIC TERM THE MEDICAL TERM FOR PROTEIN DEFICIENCY IS KWASHIORKOR YOU
126,/home/devanshb_it_17/Downloads/trainval/AAkEYcmCCCk/50015.txt,NOW THESE GUYS KNEW THE PROCESSED AND REFINED FOODS WERE NOT HEALTHY
127,/home/devanshb_it_17/Downloads/trainval/AAkEYcmCCCk/50030.txt,I'VE SEEN PROFESSIONAL ATHLETES LIKE SERENA AND VENUS WILLIAMS AND THE 1 RUNNING BACK IN THE NFL
128,/home/devanshb_it_17/Downloads/trainval/AAkEYcmCCCk/50028.txt,I'VE SEEN CEO'S LIKE JOHN MACKEY AND BIZ STONE OF TWITTER AND BILL FORD OF
129,/home/devanshb_it_17/Downloads/trainval/AAkEYcmCCCk/50012.txt,SO IF YOU WANT TO SLAY THAT ERECTILE DYSFUNCTION DRAGON AND ALLOW YOUR PUFF THE MAGIC DRAGON
130,/home/devanshb_it_17/Downloads/trainval/AAkEYcmCCCk/50005.txt,I'M WEARING MY SHIRT INSIDE OUT
131,/home/devanshb_it_17/Downloads/trainval/AAkEYcmCCCk/50003.txt,WHAT ABOUT CALCIUM
132,/home/devanshb_it_17/Downloads/trainval/AAkEYcmCCCk/50023.txt,MOST AMERICANS ARE CONSUMING 5 TO 15 GRAMS OF FIBER A DAY
133,/home/devanshb_it_17/Downloads/trainval/AAkEYcmCCCk/50019.txt,AND SO I HEREBY DECLARE THAT YOU ARE ALL IN AN ABUSIVE RELATIONSHIP {LG}
134,/home/devanshb_it_17/Downloads/trainval/AAkEYcmCCCk/50024.txt,YOU START EATING PLANT BASED AND SUDDENLY IT GOES UP TO 30 TO 70 GRAMS OF FIBER AND NOW YOU'RE REGULAR AS A
135,/home/devanshb_it_17/Downloads/trainval/AAkEYcmCCCk/50020.txt,WE'RE THE ONLY ONES THAT HAVE THE UNMITIGATED AUDACITY TO GO THERE ALRIGHT
136,/home/devanshb_it_17/Downloads/trainval/AAkEYcmCCCk/50018.txt,NOT ONE IOTA
137,/home/devanshb_it_17/Downloads/trainval/AAkEYcmCCCk/50011.txt,AND THAT'S PROBLEMATIC
138,/home/devanshb_it_17/Downloads/trainval/AAkEYcmCCCk/50001.txt,SO AS FIREFIGHTERS WE HAVE TO USE ALL OF OUR WIT AND WE HAVE TO OUTWIT OUTSMART IT AND
139,/home/devanshb_it_17/Downloads/trainval/AAkEYcmCCCk/50026.txt,AND SO THIS IS WHAT I WANT YOU TO DO
140,/home/devanshb_it_17/Downloads/trainval/AAkEYcmCCCk/50008.txt,IT'S A MINERAL
141,/home/devanshb_it_17/Downloads/trainval/AAkEYcmCCCk/50021.txt,SO WE WOULD TAKE A LITTLE BIT OF LEMON JUICE AVOCADO SOME SPICES AND DRIVE IT IN
142,/home/devanshb_it_17/Downloads/trainval/AAkEYcmCCCk/50007.txt,CALCIUM COMES FROM THE GROUND
143,/home/devanshb_it_17/Downloads/trainval/AAkEYcmCCCk/50016.txt,THEY KNEW ABOUT THE SUGAR AND THE POP AND THE FRIED CHIPS AND THE CANDY BARS
144,/home/devanshb_it_17/Downloads/trainval/AAkEYcmCCCk/50025.txt,DON'T GO THERE GUYS
145,/home/devanshb_it_17/Downloads/trainval/AAkEYcmCCCk/50004.txt,AND I SAID LISTEN AS FAR AS PROTEIN'S CONCERNED IT'S A BOOGIE MAN DON'T WORRY ABOUT IT
146,/home/devanshb_it_17/Downloads/trainval/AAkEYcmCCCk/50013.txt,AND THEY SAY WELL HOW DO YOU DO THAT
147,/home/devanshb_it_17/Downloads/trainval/AAkEYcmCCCk/50017.txt,LET'S PICK ON OLIVE OIL FOR A SECOND
148,/home/devanshb_it_17/Downloads/trainval/AAkEYcmCCCk/50029.txt,THAT ARE GOING PLANT BASED
149,/home/devanshb_it_17/Downloads/trainval/8xHrpO6p7dE/50010.txt,WE DIDN'T HAVE THOSE THINGS THAT YOU WISH YOU HAD
150,/home/devanshb_it_17/Downloads/trainval/8xHrpO6p7dE/50027.txt,DON'T SLAM A FAMILY MEMBER OR A FRIEND FOR A CHOICE THEY MADE ONLINE
151,/home/devanshb_it_17/Downloads/trainval/8xHrpO6p7dE/50022.txt,HOW DO WE REALLY MAKE AN IMPACT
152,/home/devanshb_it_17/Downloads/trainval/8xHrpO6p7dE/50009.txt,WE HAD NO LETTERS WE HAD NOTHING WHERE SHE SAID THIS IS EVERYTHING THAT I WANT YOU TO REMEMBER ME BY
153,/home/devanshb_it_17/Downloads/trainval/8xHrpO6p7dE/50002.txt,FOR ME AND FOR THEM
154,/home/devanshb_it_17/Downloads/trainval/8xHrpO6p7dE/50032.txt,IT WILL HELP YOU MAKE DECISIONS ABOUT HELPING GUIDE OTHER FAMILY MEMBERS AND MAKING DECISIONS FOR YOURSELF
155,/home/devanshb_it_17/Downloads/trainval/8xHrpO6p7dE/50006.txt,DOES SHE SIT AT THE COMPUTER ALL DAY
156,/home/devanshb_it_17/Downloads/trainval/8xHrpO6p7dE/50031.txt,QUIETLY NUDGING SOMEONE TO CHANGE THEIR PASSWORD BEFORE IT SPREADS TO ANOTHER FAMILY OR FRIEND
157,/home/devanshb_it_17/Downloads/trainval/8xHrpO6p7dE/50015.txt,THAT'S UP TO YOU TO THINK ABOUT
158,/home/devanshb_it_17/Downloads/trainval/8xHrpO6p7dE/50030.txt,DID YOU SEND THAT BECAUSE I THINK YOU'VE BEEN HACKED
159,/home/devanshb_it_17/Downloads/trainval/8xHrpO6p7dE/50014.txt,HOW ARE WE GOING TO HELP THEM
160,/home/devanshb_it_17/Downloads/trainval/8xHrpO6p7dE/50028.txt,ALSO I KNOW YOU'VE SEEN IT SOMEBODY WHO POSTED SOMETHING AND YOU'RE LIKE
161,/home/devanshb_it_17/Downloads/trainval/8xHrpO6p7dE/50012.txt,A GIFT THAT I FEEL THAT EVERYONE DESERVES TO HAVE
162,/home/devanshb_it_17/Downloads/trainval/8xHrpO6p7dE/50005.txt,MY FATHER IN LAW NOT SO INTERESTED BUT THAT'S OK BECAUSE MY MOTHER IN LAW SHE SOAKED IT IN
163,/home/devanshb_it_17/Downloads/trainval/8xHrpO6p7dE/50003.txt,MY KID'S 12 NOW THERE'S ANOTHER ONE AS WELL
164,/home/devanshb_it_17/Downloads/trainval/8xHrpO6p7dE/50023.txt,BRING THE BIG FAMILY THANKSGIVING FAMILY REUNION IF IT'S NOT FAMILY IT'S YOUR TIGHT CLOSE CIRCLE OF
165,/home/devanshb_it_17/Downloads/trainval/8xHrpO6p7dE/50019.txt,WE REALLY SHOULDN'T BE DOING THAT ONLINE
166,/home/devanshb_it_17/Downloads/trainval/8xHrpO6p7dE/50024.txt,WHAT MAKES YOU UPSET ONLINE
167,/home/devanshb_it_17/Downloads/trainval/8xHrpO6p7dE/50020.txt,THAT'S JUST IN THIS FIRST YEAR
168,/home/devanshb_it_17/Downloads/trainval/8xHrpO6p7dE/50018.txt,A HIGHER LEVEL OF DIGITAL LITERACY CAN HELP
169,/home/devanshb_it_17/Downloads/trainval/8xHrpO6p7dE/50011.txt,BUT YOU KNOW WHAT WE HAD
170,/home/devanshb_it_17/Downloads/trainval/8xHrpO6p7dE/50001.txt,I'VE GOT TO SHARE THIS THIS IS AMAZING
171,/home/devanshb_it_17/Downloads/trainval/8xHrpO6p7dE/50026.txt,YOU DON'T HAVE TO COMMENT AND LIKE EVERYTHING WITHIN 5 MINUTES
172,/home/devanshb_it_17/Downloads/trainval/8xHrpO6p7dE/50008.txt,WE DIDN'T SEE IT COMING
173,/home/devanshb_it_17/Downloads/trainval/8xHrpO6p7dE/50021.txt,MORE AND MORE SERVICES REQUIRE YOU TO FILL OUT A FORM ONLINE
174,/home/devanshb_it_17/Downloads/trainval/8xHrpO6p7dE/50007.txt,MY KIDS WERE SIX AND TEN
